id,text
1463165161599123460,TAMA TAMA TAMA 😭
1463168476613431306,I love you 🥺🤍
1463169835056222212,sobrang cute😭😭😭😭😭😭😭
1463005031783874567,The fucking president of the United States did
1463123720885702664,Is Joe Biden a reporter lol
1463163798320263172,Do you seriously not see the echo chamber that goes on between Biden and the MSM?
1463147631283032068,I will wait for St. Lukes OFFICIAL STATEMENT than making mere speculation regarding with BBM drug test result. It is unfair to be one sided. Yes! He lied about his credentials but let’s wait for St. Lukes 😊 to prove that it is fake or not.
1463883388914339845,"Bsta Leni Supporter, bulok!"
1463886115706851335,"Basta BBM tards, bobo! 💁🏻‍♀️"
1463203904124981253,:(
1463157371241476099,"Thank you so much for the TP and support you have showered this afternoon, dAndifam, Brownies, KoDrea fam. Really appreciate the overflowing love you guys give everyday. Gonna continue making all of you proud. Xoxo 💓✨ KODREA SAYINGGOODBYE MCON #KoDreaSGMediaCon #SayingGoodbye"
1463111731966726145,short hair or curly hair sksksks
1463164969487323145,spoti rp ak blm premiyum. udah dua bulan egk bayar. bismillah ada yg peka
1463139871451594756,"Boleh nder, aku mau 🥺"
1462952138904989700,I don't care about those cases because it has been almost 30 years dragging down the people who saved the Philippines from Communists and Rebellions. Did the yellowshit win once out of the cases? Nope
1463138821688606722,what was my icon when we became moots?
1463089428667121666,"For tonight's pahavs, simply reply to this tweet pogi pics of Louie taken from your tv screen while watching TWBU! Use the official HT and tagline. More entries, more chances of winning! @aldenrichards02 #TWBUSurfaceTension ALDENxTWBU NewDay"
1463150327884963843,feeling ko may ida-drop mamaya.🤭
1463130329904910341,Take good care of yourselves besties ♥♥
1462988170912436228,"READ: Here's the full statement of presidential aspirant Ferdinand ""Bongbong"" Marcos Jr. after taking the drug test. | via @jacquemanabat"
1462988809918763015,"LOOK: Marcos camp spokesperson Atty. Vic Rodriguez submits the presidential aspirant’s drug test result to PDEA, NBI, & PNP. | via @jacquemanabat (📷: BBM Camp)"
1462990406107291651,FULL STORY: Marcos says he took drug test after Duterte cocaine blind item bit.ly/3DLZ2Ps
1463055440082653186,LOOK: Drug test report of presidential aspirant Bongbong Marcos shows he is negative for cocaine. (📷: Marcos camp) #Halalan2022 | via @jacquemanabat
1463292040364847105,TAMAH YAN 🤩
1462983608545656840,BBM speaks up on Duterte’s ‘blind item’ that a presidential aspirant is a cocaine user. #TheFilipinoVotes | @RexRemitio
1462989527853649925,"LOOK: Bongbong Marcos’ chief-of-staff Atty. Vic Rodriguez submits the presidential aspirant’s negative drug test result to the National Bureau of Investigation, Philippine Drug Enforcement Agency | @RexRemitio"
1463135663554183170,LOOK: Bongbong Marcos also took shabu and marijuana drug tests last November 10 as a requirement for him to get a permit to carry firearms outside residence. His results are negative | @RexRemitio 📸 Marcos Media Bureau
1462768149950992385,"Join our senior anchor @RicoHizon now on #TheFinalWord. 💻 Facebook bit.ly/3l13Ucf 📱 Live stream cnn.ph/1LXc9jG 📺 Free TV ch. 9, Cignal ch. 10, Sky Cable ch. 14"
1463132790455939073,"BOSES Pilipinas Convenor Imelda Deinla: Based on our survey, we found that many of our Filipino youths who are of voting age are very susceptible to fake news and they can’t distinguish between fake news and real news."
1463132947239018498,"RELATED: Certain segments of the Filipino youth were found to be more likely to fall for misleading or false information, according to a survey led by the Ateneo School of Government. cnnphilippines.com/news/2021…"
1463133026339409920,"Deinla: Normally, most of this fake news are mimicking new from media outlets. They tweak quote cards released by mainstream media and they use this to serve their own purpose"
1463133054965514241,Deinla: Prolonged exposure to fake news lowers capacity to detect fake news
1463133102503776256,"Deinla: It is the responsibility of social media companies to detect, combat fake news... We really need the help of social media companies"
1463133698409508864,"Deinla: We are seeing the continuing misinformation, disinformation. Especially during this time, it is important for social media companies to assist the country that we minimize the proliferation of fake news during election time."
1463133734602153984,"Deinla: It’s not just the responsibility of Comelec to combat fake news. We expect, as well, the candidates not to spread fake news."
1463125857816383488,Grab your copies now! 😃
1463149328847966214,@Ravindr26565736
1463150384537423876,mali
1463129492440817664,"to conclude my defense, YOU HAVE NO ENOUGH evidence to call us ""UNANG MANG-ASAR"" nor our TWEETS. that's what i wanted to present ESSA!!"
1463130759347064839,pilitin nyo ko👍
1463131346222542855,TANGINA😭😭😭
1463135166524628994,"age doesn't matter with respect, it goes both sides bae, it's voluntarily given, not forced👍"
1463162023525724189,parang long flight yung kay johnny???
1463135058592628737,Anyway he's cute 😒
1463135197415686148,apaka
1463135307516108801,"babe, im so rupok lamoyarn haha chos"
1463114359144534017,uy nu to
1463130786974949377,whyket
1463130087306395652,I just received the pins I ordered for my sweaters. Huhu Comfy outfit but with a Bangtan touch 🥺💜 #BTS #BTSARMY #TriviaLove
1463131548782190592,Omg gandaaaa!!
1463134277567012864,I’ll DM you the links!
1463135461400985604,be a preschool teacher for a day
1463126475398279169,TANGINA
1463152328089944075,ok lng yan😃
1463131497905500174,Pag may hepa kap ganyan dapat para gumaling
1463122973611548679,Pede palaKskskskkks
1463335866915438595,meron yan!!!! huhuhu pagdasal natin 🙏
1463131794832642057,huy HAHAHAHA as a vito stan i agree 😭✋
1463109063428870144,Gud eveninggg
1463109933143314434,g eve
1463133579148283912,WOW IRI.
1463133818613686279,bner
1463116118269173764,medyo
1463119000263864324,wag nalang tayo huminga
1463299726770532352,Uie beke nemen dibah HAHAHAHAHAH 👉👈
1463134594803195913,(2)
1463135251232747528,omg same 😭😭😭
1463107372436520964,ulol
1463117964316590080,mali mali 'yung tanong 3 ampota
1463367753616687106,kasalanan talaga nung site
1463098012670971904,Ahem. I want this. Huhuhu. 🥰
1463104945314357249,Not this one that says “all kyungsoo lovers club”! 🥰😍
1463127690735542272,Hahahaha basta happy blocking 🥰 @SB19Official
1463118985109532677,SATRUU WHAUUAHAHAUAUAUAHAHAHA HAGAGGA
1463119969927917575,luh dami mong jowa tsk tsk
1463001344416133123,I never understand why our government always take the public transport drivers so lightly because Batswana ended up being the ones suffering.
1463090238306373632,never knew college applications would be thiss hard :')) i j wanna cri
1462997224632176646,Tara kila Chachi HAHAHAHA
1462783814728437760,kudos to OVP for this
1463109502773858312,🕯Manifestingggg🕯
1463091480520654853,dasurb
1463110850256900103,draw ko after 7 min
1463299942450368515,Hehehe
1463096518743760897,BAT LASING YUNG TATLO 😭 @Namm_luvsMatcha @nijeongzeeu @sunoofave
1462994230469484545,"okay, I'll def buy season's greetings 💀"
1453679088472756226,Harbor Square
1463122067046354951,arog kaan. may initiative.
1463089595055108096,ITULOG MO NLNG YAN EVE✊
1463100260092362752,Mew maipit hehee be careful MEW SUPPASIT #SPACEMAN #DROWNING #MewSuppasit #มิวศุภศิษฏ์ @MSuppasit
1463103198819131392,ano maipit day😂😂😂
1462895030272598018,"Good night. Comfy yung pajamas. Also, had to hide my belly hahahahaha"
1463082747522473993,yung nip(s?)🥺🥺
1463085071343046658,laaaaah.
1463011399685185538,Thank you SB for the bday treat. ☺️
1463090528564625410,Sean Bautista hahahaha
1463243276740284420,ROR ROR ROR HAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA MYGOSH UNO AND SUNNY 😭😭😭
1463102475527876608,The homophobia eme
1463090055581515780,"who protect from day one and still do @tellemjaye,family,friends who hate,bash him.all what he do or not,his life,career,friends,when his was with @hello_nadine,all about soulmate,cheating,break up,link all girls..nadine have bf his is good but james is bad.her fan fake jadine"
1463107450563805185,Same :)
1463108231958450178,Ayy nginatngat ko ata yan nung birthday ko akala ko pulutan HAHAHAHAHA CHAROT
1463109243158949892,Sorry akala ko chicken eh 😭😭
1462986996024938502,nilalamig kamay ko
1463079343861616641,🥺🥺🥺
1463102555178037256,A-Ateee 🙃🙃🙃
1463102679215849479,Tolja! 🤭🤭🤭
1463107049697738752,Manifesting endgame ate🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀😭😭😭
1463108191357583368,🤞🤞🤞🤞🤞
1463084028190363648,"Saan mas magpapalpitate- este magigising, Kopiko 78 or Kratos? 😪"
1463084553694683145,coffee stick!!
1463098024406573059,Ate... kinanta ko uωu
1102232446400004096,ur my fav notif
1463087429246545923,Me too #LITZOnCETVExclusives
1463088256502099969,ikr
1463243985271783424,Im honestly dont know whats happening to me lately.
1463020779944116228,"BBM not going clean even on his drug testing will always put doubts on his actions. All he must do is go to PDEA and submit himself for drug testing there. Submitting a drug test result to PDEA will not clear all doubts, it only strengthens these doubts."
1463032153839603715,Nothing can ever satiate haters.
1463036132988370946,Nothing can ever satisfy the people than to see the Marcoses paying for the evils they did to the country. They must return all the loot they took and must be imprisoned to give justice to all the victims of human rights viilations during Martial Law.
1463246925826695170,Itsura mo @chickenvcz hAHAHAHAh
1463064440056987648,Nguumpisa n cla oh... 🤣🤣🤣 Goodluck n lng.. @imJCAlcantara
1463091327499837446,"So I’m the same height as Becky G, which shows how tiny I’ll look beside them 😅"
1463092477649244161,"She’s wearing 4” heels, so she’s about 5”5 here? That’s me, barefoot. Good size reference hehehe"
1463093452699172865,You’d make minimini very happy heheheh
1462996484551438338,Burn hahahaha 🔥🔥🔥
1463095033649713152,I think that's true
1463088639463026689,social maker or social dummy madalas gamit ko hsshahahha
1463101278314119170,HAHAHHAHAAH SIGE ENJOY😭🤚
1463099291057094657,Following this thread haha
1463245200617136129,pogi mo talaga vjvjvjvjv
1463243851619917826,my october month is full of blessings like God is so good talaga huhu 🥺❤️
1463114688162459654,"sobrang effort, nakaka-iyak"
1463115208243564544,diba parang nakakaiyak ung message
1463105459930341378,"[🏆 MAMA 2021] TIKTOK FAVORITE MOMENT Teumes the voting for TikTok Favorite Moment is now open, TREASURE's BE WITH ME (Halloween Ver) has been nominated. ✅ You can vote 2X/day by voting and by sharing the voting page 🔗vt.tiktok.com/ZSeS1Y1Xs/ @treasuremembers"
1463225858412347395,"Same, I can't vote. Why is that? :("
1463245123249074176,nakakagutom talaga
1463153969329549315,"movie date, coffee date, ukay date 🥺🥺🥺"
1463169205205884931,YES PLS
1463111671258365953,Hehe 😳😉
1463107156069158912,"Date, like eat outtt"
1463153756414132226,GGGG I WOULD LOVE THATT
1463106490483445761,Datee!!
1463129567506227201,...😶
1463238793226452994,bago mo sabununtan check mo muna hoonie #5GSpace
1463239566735798273,onyonyonyo 2g nawala nanaman
1463239900463972352,tita jin do “welcome to Philippine Airlines” #5GSpace
1463240110065864705,MAGIC LAND TITA JIN?? #5GSpace
1463240192014225408,omg i miss enchanted kingdom!! 😭 #5GSpace
1463245285652512770,"“ate, ate i need-” “WHAT DO YOU NEED?!”"
1463247668163977220,"“grabe talaga yung grammy, napaka r4c1st (?) , and they used BTS for clout chasing” very true #5GSpace"
1451115160295206916,gagi bold
1471977895023185920,loveu
1463053125741256709,LOOK: Presidential aspirant Bongbong Marcos’ cocaine drug test showing a negative result. | @RexRemitio
1463247119398019077,"I know it's audacity i just changed it into ACIDITY, Coz you know, Leni supporters are Macm"
1463245611407339520,ganon talaga
1462993368951128065,LOOK: Atty. Vic Rodriguez submits drug test result of former senator and presidential aspirant Ferdinand “Bongbong” Marcos Jr. to law enforcement agencies. Rodriguez said Marcos tested negative for illegal drug use. | via @llanescajourno Photo: Marcos Jr.'s camp
1463244854155448322,SAMEDT FEELSSSSS HUHUHUHUHU. BEST YEAR TALAGA NUNG 2018 HUHUHUHUHU
1463244707404734469,Omg I feel guilty talaga
1463243734233927683,Awit talaga tong grammy nato 🤦‍♀️🤦‍♀️🤦‍♀️
1463244630472810496,Shet talaga nasa maling bansa talaga ko e!!!!!
1463244884790239234,istg i'm gonna cry talaga huhuhu aaaaaaaaaawwwww
1463245034136866820,"One of the biggest lesson I’ve learned this 2021 talaga is that no matter how you planned your life, if it’s not God’s will then it will never happen."
1463244557575856128,Cutie talaga 😍
1463338057675927555,LOUDER!!!
1463247518901235712,especially module 5
1463066069229522949,🛒 what was my layout when we became moots?
1463085698517401600,2st ate
1463088653966913537,Yes poo😊😊
1463090024992284675,hala i mean 1st ate 😭
1463091040802328576,2st ate typooo
1463238729405849600,PUTANGINA MO THOMAS NAUULOL TALAGA KO SAYO
1463241428109492224,*he's talaga 'yon putsngns
1463245609394061313,HAHAHAHAHAH IHHH RAWR K
1463246015452962818,PASAY ALLSTAR
1463242420015878144,Abuso! Trapo talaga! 😡
1463241789280702470,morning ghorl #scammys talaga x.com/missvirkoo/status/1463…
1463089551719600135,ayy malungkot to ahh
1463224785459363840,tang ina sarap mo ah? kainin kita?
1463246624700833793,Biglaan gala talaga dabest
1463242276390391808,Which causes three laceration on her back
1463241996122746881,Shutangina talaga!!! HAHAHAHAHA!!
1463245676930748418,nakakaiyak nalang talaga oh
1463244947545485318,haha... walang gising talaga
1463242176264036362,Every exam talaga nasisira schedule ko tang ina kaseng timezone yan
1463310620757950465,Jampawlo paladissition 😂 @SB19Official #SB19
1463239324363735040,masakit talaga realtalk.
1463243826839973893,Eto talaga yon hahahahahaga 🤡 tayo
1462484521018744832,"361 — san, where?"
1462484649100275714,362 — telepathy
1462484895381393408,363 — what i mean all
1462485028823207936,364 — halatang fishy
1462485271207813122,365 — k/b/v
1462485369434238976,366 — memories
1462485536627511296,367 — last checks & finalization
1462485984419876866,369 — order
1462486127839887360,"370 — here, coffee"
1462486580719874051,371 — pagitnaan
1462486815592517638,372 — mr.
1462486939437699075,373 — luiz kalma ulit pls
1462487078592147459,374 — highclass squad
1462487271425204226,"375 — hammer, montero, tesla, range rover"
1462487443538538500,"376 — mercedes benz, jeep wrangler, bmw, gixxer 250"
1462487663202631680,378 — traffic zone
1462487851124203522,"379 — stop over, stop over"
1462488166145748996,380 — alex best boy
1462488396471799809,381 — alex masaya
1462488632787292160,382 — moca chikas
1462488848160591874,383 — beside
1462848328085872649,"384 — elias & luiz, unang byahe"
1462848603085438978,385 — sure
1462849188010422274,386 — kahit ano
1462849556006146048,387 — the vibe of bmw
1462849798638223367,388 — self meme
1462850065706356736,389 — touchdown
1462850300188893186,390 — peace & calm
1463238517820051457,391 — resthouse
1463238711781445632,392 — someone
1463238945005658112,393 — important
1463239221427146753,394 — mami vien ikalma mo
1463239401790590977,395 — introduce properly
1463239702639570952,396 — mami vien talaga
1463239879869943808,397 — bulakballs & kor
1463239489619312641,nasa huli talaga pagsisisi 🤦🏽‍♂️
1463237169032548353,tangina mababaliw talaga
1463225079366512640,Isa talaga akong clown 🤣
1463240014288994307,Dami 😭 nagkasabay-sabay talaga 😦
1463238094929334272,Bby
1463239459156025347,I'M SO SICK OF THESE MOTHERFUCKERS. YOU CAN ALL GO TO HELL AND JOIN BEETHOVEN 🔪 THE FUCKING DISRESPECT.
1463243405635760128,Sarap magka ate talaga. 😭
1463074988127182851,☽ 94 no pressure resi 😌
1463240133038149634,☽ 96 lakas talaga clae-clae
1463242987144581120,☽ 97 gague clae-clae 🤣
1463245781213736960,☽ 98 aaaaaayyyyy 👁👄👁
1463288325322600456,☽ 100 naks naman candresi 😂
1464303545599946752,☽ 101 cutie mo clae-clae 🤣
1464315927902621697,☽ 104 📈 junjun's mood 📈📉📈
1464909779780849667,☽ 109 shutacca talaga mageni 🤣
1464913940836614147,☽ 110 taena mage HAHAHAHAHAHAHA
1463237863898640388,sumpa ke talaga ing kape nayta
1463093119071645699,Pinagsasabi mong tiktok. Haha! Epal
1463234775334801410,hirap maging christian talaga
1463234962811867136,ah talaga travel around the word?
1463240985987588096,Laptrip parin talaga to e hahahahaha
1463154262607814674,"WATCH | Pres. Rodrigo Duterte's pre-recorded ""Talk to the People"" invidious.tiekoetter.com/watch?v=VtAVy1SD…"
1463162991424286723,Pres. Duterte: I am very pleased to inform the entire nation that we continue to beat covid-19. The positivity rate is down from 3.4% on November 18 to 2.3% today. (via News5/Maricel Halili)
1463243556542312449,*mawawala
1463128516795375619,I call this Monkey-Monkey Lower Abs Exercise. 😅
1463328158329966592,Separate Kumu live nila dati. So I’m not sure if narinig nang isa’t isa.
1463237308090499074,MAHAL KITA SO MUCH TALAGA BABY
1463240997807083522,tf #scammys talaga
1463237737750798345,mayda talaga nak nacconvert everytime magstory ak kan yeonjun HAJSHSJAHAHA i'm doing my job well ^__^
1463126307273789444,drop @ for a direct. will do it later on my study break.
1463232296765440001,Yung
1463237338503409664,Ganun talaga huhu
1463229784532520962,I wasn’t expecting much as I know that #GRAMMYs will really snub @BTS_twt like what they did last year. They are only using them for clout. Gotta believe Eminem when he said its all money and a total BS.
1463239096818561025,GOOD MORNING TALAGA 😍
1463176794551562245,hoi gagi anong 3am yung show?
1463206634541387776,GHOOORL @nine_monster
1463237081740636162,OMAYGAD
1463242335374823428,"and i cant believe it, FIRST TIME??? A BLASPHEMY TO THEIR FORMER WORKS, I SWEAR!!!"
1463238083952795649,so it turns out blondie is credited for sour too... the power of this woman talaga
1463236194196606976,Aga ko talaga nagising
1463235210737184773,HAHAHAHAH ME 2 AWNESTLY
1463235465838874625,IT WAS SO FRUSTRATING WHEN THAT ONE PERSON STARTED TO TRY AND INVALIDATE TANNIES 😕😕
1463201061842214918,"Doc, it’s also weird because I remember, SamBer nominated Voldemort because of how he was meddling with KD and Anji that one time."
1463237740527427585,ganda nyo talaga 😭
1424932637483802630,203.
1424932668110635011,204.
1424932723123126276,205.
1424932783432953863,206.
1424932824256192512,207.
1424932860763381762,208.
1424932889171349504,209.
1424932935275192321,210.
1424932998869184520,211.
1424933041080700936,212.
1424933101038280711,213.
1424933130348023812,214.
1424933161201377284,215.
1424933182369984514,216.
1424933231376310280,217.
1424933261629825024,218.
1424933323059515393,219.
1424933347545939969,220.
1424933394908016646,221.
1424933442685325313,222.
1424935069156712448,223.
1424935118649511937,224.
1424935145279086597,225.
1424935179236171776,226.
1424935216162885632,227.
1424935256042262532,227.
1424935298497093635,228.
1424935358647607297,229.
1424935518882738208,230. next day.
1424935659899432972,231.
1424935796088483847,232.
1424935830494359555,232.
1424935904829972480,233.
1424936042591924238,234.
1463240448613359617,GAGO PARA PARAAN TALAGA
1463236272093208578,Vote niyo ‘yung panong 😭
1463236412371714049,Pangarap ko talaga makatulog 🙁
1463236622787366914,🥺🥺🥺
1463236230972248066,ANO NANAMAN??????!?!
1463236960101679105,pogi talaga 🤧
1463238137665056769,HHAAHHA
1463301116259487751,mine payooo
1463241107655987202,umagahan talaga
1463234353417306113,ASSUNGERA TALAGA SARAP SAPAKIN
1463238939859251201,potangina ruin 1 talaga start
1463238015673716739,Basag talaga muka
1463244801977946112,sino nanaman yan enaka
1463225733443063811,blessing our moots with this thread 😮‍💨😮‍💨
1463232932764536835,Hooooy yawaaaa talagang K-drama pala talaga to. Hahahahhahahahahahah
1463226130614218753,"well deserved, congrats!!!"
1463231832204328961,Eto talaga sagot guys☺️❤️
1463231851896524805,archiveofourown.org/works/35…
1463232376620740616,"This was it. This was his last chance. If he doesn’t succeed, it’s all over. As sweat dripped down the side of his forehead, Sehun, closed his eyes and took a deep breath."
1463232390562680833,"Junmyeon rolled his eyes before handing the attendant a hundred peso bill to try the game, just to show his boyfriend that no one ever really wins the game."
1463232396380106752,"Enjoying himself and the luck that he had, Jun spent a few more hundred pesos on the game, winning a number of stuffed toys."
1463232401363005440,"Later on that night after bringing Junmyeon home, he found the stuffed toys that Junmyeon won on the back seat of his car, when he had thought that Jun brought them home."
1463232404626104322,"He was about to call Jun when he saw a note. He read it as he picked it up. “Para kay Sej”, it said. Se smiled."
1463236286324817920,fav month ko talaga march
1463231786108874752,Mabalik talaga akong cod pag summer
1463233143079505920,YES OMG HAHAHAHAHAHAHA
1463244353342607363,grabeeeeeee huhuhu paurong talaga tumanda
1463232085515112450,Still have 7:30 exam tomorrow and here I am wide awake
1463231716898660363,grabe talaga sparks neto 😩
1463235496692240388,Titi. Period.
1463240432347877377,papalarin yan atee🤞 #SB19xDunkinPH #MerryMunchkin @SB19Official #SB19
1463229496757088256,HAHAHHAHAHAHAHA AMPOTA TALAGA
1463242417386115074,Milano whomstve
1463344646470332420,Loko hahahaa
1463351142444720128,TikTok pel wen
1463241979735646217,BASTA KASE TWO FRENCHMEN NALANG HAHAHAHAHHAH
1463235371349655561,ETO TALAGA MINAMANIFEST KO NOON PALANG🥵😭
1463235240604749825,Clickbait eh 🤷🏻‍♂️
1463234269329776640,char akala mo naman talaga afford
1463234155110539264,GANDA NUNG HAMPAS TANGINA TALAGA
1453886510827143170,it's actually ballpen
1463307104576442369,🙂🙂🙂🙂🙂🙂
1463305574301458444,😭😭😭 sayang talaga i hate it here hahaha
1463236979496079360,sleepwell talaga
1463069896519176193,Backstage warm-up #MyUniverseAMAs. GB x
1463235708835958785,HAHAHAHAHAHAH TE INDAY BAKEEET
1463232233414692867,Potaaa.. Sarap mo talaga... More ❤️💦💦💦💦
1463230555839860736,magtigil talaga ko jusq
